    0.2385    0.9633   -0.2237
    0.1408    0.5337   -6.0594
    0.8284    0.2041   -1.5517
    0.1122    0.3185   -1.0056
    0.1527    0.4337   -5.8950
    0.0818    0.6282   -2.5923
    0.0758    0.8314    3.0612
    0.5990    0.3186    0.4446
    0.5111    0.7990    4.2340
    0.7727    0.4255    3.4491
    0.9271    0.1835   -3.4126
    0.6708    0.6066    3.8283
    0.4296    0.5740    0.3687
    0.2148    0.6793   -4.5252
    0.0155    0.5249   -2.2898
    0.6884    0.5689    3.5172
    0.1599    0.0060    2.1746
    0.2981    0.8480    0.5234
    0.6953    0.7413    0.8402
    0.6573    0.2984    2.5577
    0.5013    0.4935    1.4381
    0.0395    0.6115   -1.0098
    0.2403    0.5047   -4.6986
    0.3582    0.1175   -0.3472
    0.1730    0.6430   -6.1591
    0.8786    0.2420   -1.0460
    0.9906    0.6003    3.2774
    0.6015    0.9138    7.3841
    0.6344    0.8466    5.2649
    0.3721    0.2456    2.2490
    0.5567    0.6000    4.1241
    0.3978    0.6661    2.2965
    0.7074    0.7121    1.3262
    0.0924    0.4570   -5.4044
    0.5521    0.2409   -1.2569
    0.7210    0.2480    0.5909
    0.4802    0.6137    2.5840
    0.4505    0.9916    0.7497
    0.8028    0.4158    3.3815
    0.4941    0.1237    2.2579
    0.5333    0.0444    0.3479
    0.4311    0.2390    1.5270
    0.6751    0.1799    0.3886
    0.0094    0.6821    0.4192
    0.3830    0.0314   -1.5184
    0.6054    0.9366    7.0977
    0.9733    0.4000    1.9178
    0.7295    0.3539    3.1966
    0.3954    0.8408    4.6813
    0.5638    0.0922    1.6671
    0.2888    0.7756    0.8371
    0.5071    0.8413    2.3063
    0.4791    0.9512   -0.4084
    0.4809    0.0192   -0.5753
    0.3804    0.3680   -2.4155
    0.5586    0.7614    3.2268
    0.8848    0.3572    3.3801
    0.6682    0.0748   -2.4736
    0.1803    0.8513    1.0676
    0.2215    0.1105   -0.4359
    0.4034    0.1620    1.4709
    0.2976    0.4440   -3.3412
    0.3975    0.8652    3.9645
    0.0106    0.7482    1.1214
    0.4734    0.7972    5.0310
    0.9269    0.0012   -0.0846
    0.3727    0.7390    3.9165
    0.1426    0.1655   -1.9569
    0.6208    0.0060   -1.8077
    0.9326    0.4602    4.8886
    0.5090    0.1755    1.4240
    0.3209    0.8103    2.2962
    0.6027    0.8381    4.6810
    0.7459    0.5277    4.3403
    0.7933    0.2960    1.4996
    0.0456    0.1039    0.1352
    0.4970    0.5752    2.5062
    0.1423    0.7844    1.9325
    0.8994    0.5020    8.2585
    0.4164    0.7694    5.9987
    0.0386    0.2847    2.4092
    0.2698    0.7437   -0.4423
    0.9087    0.5865    8.3954
    0.6033    0.6955    2.8215
    0.2500    0.5972   -4.1405
    0.1041    0.6762   -1.9481
    0.9732    0.8035    2.5583
    0.3129    0.3859   -1.9647
    0.1572    0.6476   -5.5501
    0.7524    0.9790    2.1688
    0.3010    0.5147   -2.1649
    0.6395    0.9200    8.3069
    0.2616    0.8465   -0.5951
    0.0443    0.5158   -3.6851
    0.5331    0.3859   -1.2188
    0.4144    0.9137    2.1726
    0.4124    0.0007   -1.8194
    0.8968    0.5845    8.7636
    0.7929    0.1072   -0.6981
    0.7420    0.8671    1.3566
    0.2271    0.6902   -3.7272
    0.4140    0.8088    5.6325
    0.5718    0.9564    4.5682
    0.5038    0.7200    4.5440
    0.4274    0.2735    0.7831
    0.8423    0.4108    3.6109
    0.8266    0.9849    0.3458
    0.8234    0.8500   -1.3647
    0.9427    0.1914   -3.2279
    0.7248    0.5450    3.8310
    0.3281    0.4671   -2.3173
    0.9084    0.0103   -0.3017
    0.5348    0.1338    2.4574
    0.8269    0.3502    3.0375
    0.6961    0.3524    3.5149
    0.7642    0.8795    1.1343
    0.8653    0.4437    5.2067
    0.2762    0.4950   -3.2848
    0.3887    0.9902    1.9726
    0.1811    0.1157   -0.6898
    0.9461    0.8748    1.3919
    0.9054    0.9748    0.7183
    0.7444    0.8164   -1.3643
    0.4663    0.5898    1.6211
    0.8202    0.5729    8.0066
    0.5802    0.0778    0.4746
    0.6984    0.3247    3.1189
    0.6458    0.7516    1.5002
    0.2798    0.6733   -2.5400
    0.6738    0.1283   -0.5403
    0.0863    0.8971    3.1745
    0.7340    0.0189   -2.1500
    0.3146    0.5215   -1.5265
    0.8760    0.6137    7.7642
    0.6660    0.5358    3.6065
    0.0308    0.5013   -3.3837
    0.2986    0.8730    0.1836
    0.6392    0.9054    8.3099
    0.7785    0.6106    4.4381
    0.7523    0.8500   -0.0968
    0.4929    0.7884    5.2558
    0.5737    0.8529    4.2434
    0.4784    0.7743    5.6345
    0.6663    0.4664    2.6921
    0.1193    0.0203    2.1466
    0.5646    0.9000    4.2169
    0.7735    0.7746   -1.9337
    0.0416    0.6435   -0.4627
    0.3632    0.1357    0.4036
    0.0923    0.0651    1.0244
    0.3366    0.3782   -2.2251
    0.5571    0.6383    3.8862
    0.4140    0.4185   -1.8016
    0.7260    0.0316   -2.5307
    0.1928    0.7096   -2.1929
    0.1191    0.5315   -5.8293
    0.6258    0.8344    4.5435
    0.9395    0.2724   -0.4157
    0.9763    0.1203   -1.6633
    0.8628    0.2770    1.0287
    0.3964    0.2510    2.0828
    0.5052    0.0905    1.4986
    0.1625    0.2685   -0.9694
    0.6762    0.9234    6.9000
    0.8877    0.5935    8.6927
    0.2063    0.1601   -1.5033
    0.9385    0.3417    1.9286
    0.2198    0.4780   -4.9813
    0.9591    0.0559    0.1396
    0.0450    0.6203   -1.2680
    0.8584    0.1526   -1.6528
    0.3847    0.0299   -1.4474
    0.8980    0.9154    0.5843
    0.4705    0.3036   -1.5082
    0.9491    0.8922    1.2762
    0.4270    0.1885    1.9390
    0.9705    0.7924    2.3894
    0.7247    0.6227    3.4180
    0.7235    0.1333   -1.0827
    0.2640    0.5813   -3.1409
    0.8391    0.5207    8.8910
    0.5216    0.0532    0.5036
    0.2923    0.7456    0.2635
    0.3659    0.3614   -2.2365
    0.4640    0.3008   -1.2197
    0.7773    0.2927    1.4190
    0.2242    0.9110   -1.1192
    0.3200    0.3371   -0.2476
    0.8382    0.3326    2.9495
    0.6562    0.4252    2.4428
    0.3081    0.0424   -1.2560
    0.9025    0.2228   -2.0732
    0.8415    0.9714    0.2948
    0.8856    0.1596   -2.6244
    0.8546    0.9233    0.5680
    0.6971    0.5931    3.6859
    0.9346    0.6799    3.6718
    0.6440    0.6886    2.5572
    0.1715    0.0081    2.0446
    0.4621    0.1432    1.9656
    0.4769    0.2798   -0.9816
    0.5410    0.1132    2.3560
    0.1710    0.3547   -1.9160
    0.6606    0.9056    7.6763
    0.4749    0.0157   -0.6233
    0.0625    0.3632   -0.9898
    0.6086    0.5968    4.1730
    0.2237    0.0215    1.0431
    0.6309    0.4061    2.0575
    0.8282    0.9809    0.4005
    0.3846    0.5683    0.0204
    0.5236    0.7920    4.3002
    0.8042    0.4892    6.1530
    0.5424    0.3063   -1.9100
    0.2908    0.2876    1.7479
    0.3882    0.8955    2.9278
